scorer,DLC_resnet50_Pendulum-Cam3Apr22shuffle1_20000,DLC_resnet50_Pendulum-Cam3Apr22shuffle1_20000,DLC_resnet50_Pendulum-Cam3Apr22shuffle1_20000,DLC_resnet50_Pendulum-Cam3Apr22shuffle1_20000,DLC_resnet50_Pendulum-Cam3Apr22shuffle1_20000,DLC_resnet50_Pendulum-Cam3Apr22shuffle1_20000,DLC_resnet50_Pendulum-Cam3Apr22shuffle1_20000,DLC_resnet50_Pendulum-Cam3Apr22shuffle1_20000,DLC_resnet50_Pendulum-Cam3Apr22shuffle1_20000
bodyparts,P01,P01,P01,P02,P02,P02,P03,P03,P03
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
210,1216.389771,215.5520477,0.986383975,1228.654663,500.2849731,0.994796813,1233.876099,590.2371826,0.991393745
211,1217.158203,215.3454132,0.988600552,1232.515381,503.3023682,0.997627079,1240.282471,595.954834,0.995252252
212,1219.617065,215.269516,0.993415952,1235.858521,505.5734253,0.997664809,1244.034668,601.1279297,0.979128838
213,1219.749878,215.269516,0.994269013,1235.858521,507.0354919,0.997054219,1244.034668,604.4736938,0.957847059
214,1219.749878,215.269516,0.99526149,1235.858521,507.1216431,0.995953083,1244.034668,605.4048462,0.95938313
215,1219.749878,215.4606323,0.99346751,1234.758179,507.1340332,0.994815052,1239.000122,608.5015869,0.98959583
216,1218.641846,215.9877777,0.99141407,1229.083984,507.1340332,0.986158252,1232.557007,608.5015869,0.994249105
217,1216.120117,217.0156555,0.986908436,1222.453125,507.1340332,0.996038914,1223.453857,608.5015869,0.989462674
218,1214.397583,217.0594788,0.988726079,1212.233276,507.4476929,0.967694759,1211.360107,608.178833,0.972254753
219,1213.235107,217.0594788,0.989712238,1203.268433,507.4476929,0.993666232,1198.212891,607.8720703,0.982433677
220,1211.315918,217.0156555,0.987868071,1191.911621,506.6860962,0.995614052,1184.817261,603.4048462,0.983035684
221,1209.065674,216.6949005,0.992724717,1180.415405,505.4978027,0.989006042,1170.62793,601.4685669,0.994791687
222,1206.35376,216.415741,0.994753242,1168.204468,504.8615417,0.99788022,1155.817017,598.8647461,0.998087585
223,1204.582153,216.1383667,0.994674206,1158.119263,502.1507263,0.998415112,1141.658569,594.0685425,0.996467471
224,1202.01123,216.1383667,0.993546546,1149.090576,497.1982422,0.993718147,1129.286743,586.475708,0.955232263
225,1199.961548,216.2544861,0.988022208,1140.115967,493.8488464,0.995880723,1118.850586,585.9909668,0.989775538
226,1197.673706,216.0999451,0.986403108,1133.114624,490.7447815,0.984758496,1109.789429,581.9747314,0.993199885
227,1195.898926,216.2544861,0.988098443,1127.18103,490.4834595,0.997511744,1105.413696,573.3189087,0.973957121
228,1194.68396,216.2544861,0.987182617,1123.708618,485.9063721,0.999140143,1099.982666,572.4493408,0.922738552
229,1194.68396,216.0999451,0.985416949,1123.708618,483.4714966,0.998975992,1099.982666,569.7995605,0.943058074
230,1194.68396,216.0024261,0.985428393,1123.708618,481.5186768,0.998420835,1099.982666,568.859375,0.978371501
231,1194.847534,215.8469238,0.983826101,1125.37854,479.6345825,0.997060597,1103.382935,567.5144043,0.994959235
232,1195.719849,215.7386932,0.985270858,1131.181152,479.6345825,0.991146982,1109.043945,564.208252,0.995769143
233,1196.859009,215.7280273,0.986059368,1136.648315,479.6345825,0.992790699,1118.62854,562.9515381,0.990490198
234,1197.760254,215.8469238,0.985171497,1143.767212,480.9415588,0.996810019,1128.38501,562.9515381,0.990124047
235,1200.542969,215.7280273,0.990422726,1152.325806,482.8122559,0.996552348,1138.743774,562.9515381,0.997328877
236,1202.6427,215.7170105,0.993341982,1163.857544,483.6092529,0.994695365,1151.983643,563.7186279,0.994803369
237,1204.770996,215.7170105,0.995107055,1171.923584,487.6708984,0.997864187,1165.30603,564.8227539,0.987573445
238,1206.62146,215.8562469,0.994920433,1182.148804,489.9217224,0.994894028,1178.124878,567.5803223,0.985976338
239,1209.125244,216.0289612,0.992152393,1195.490234,492.2330017,0.99197489,1190.597168,570.1860352,0.98181963
240,1210.852783,216.7457581,0.988525748,1203.792114,495.7941895,0.997058988,1206.519409,573.2003174,0.964195609
241,1212.532593,216.7457581,0.989817441,1212.930542,497.9009705,0.989744246,1218.044312,580.0626221,0.994618654
242,1214.602295,216.7457581,0.988762081,1221.151855,500.958374,0.998670578,1227.706665,585.8389282,0.964234889
243,1216.372314,215.7559052,0.98435843,1228.518921,501.4000244,0.994955242,1233.11438,593.4812622,0.995771587
244,1217.699463,215.7398682,0.988028049,1231.782593,504.1079407,0.997073531,1239.390259,598.1275024,0.995540679
245,1219.379883,215.4934387,0.991255641,1234.423706,505.596405,0.996603012,1240.149292,601.5870972,0.966420352
246,1219.379883,215.4934387,0.99307394,1234.423706,506.5316162,0.996462286,1240.149292,604.2394409,0.944465458
247,1219.379883,215.4934387,0.994447112,1234.423706,507.044281,0.994015574,1240.149292,607.3598022,0.980291605
248,1219.067993,215.5858917,0.992868483,1231.279785,507.2053223,0.991895497,1234.463013,608.3336182,0.996787667
249,1217.116943,216.5756378,0.988832116,1225.499512,508.0643616,0.993261755,1228.89917,608.9300537,0.977511048
250,1215.05896,217.1427765,0.985630929,1218.225586,508.0643616,0.993167341,1218.27417,608.9300537,0.995953918
251,1213.993896,217.1427765,0.988668263,1209.418457,508.0643616,0.985987008,1205.756226,608.3336182,0.99333632
252,1212.083984,217.1427765,0.9873963,1198.668091,507.3328552,0.983867884,1192.193481,607.0387573,0.976399779
253,1210.794067,216.7702179,0.988065422,1187.190796,507.3187256,0.995649159,1179.02417,603.1260376,0.929619014
254,1207.895874,216.1294098,0.994853079,1176.305176,507.313446,0.997053623,1164.880371,602.9818726,0.973150969
255,1205.698853,216.0871277,0.995049775,1166.680908,502.4506836,0.9927544,1151.810669,599.4735107,0.996146679
256,1203.844849,215.9234924,0.994485676,1155.025635,502.0207825,0.998359621,1138.759155,593.2156982,0.997130811
257,1201.116089,216.0871277,0.992396533,1146.957031,495.4308472,0.992934227,1127.158569,585.9721069,0.975281954
258,1199.555786,216.1294098,0.985660315,1138.671509,492.987915,0.995660007,1118.241943,585.2767944,0.9889943
259,1197.317749,216.3430023,0.986592352,1132.925781,490.2585144,0.986200631,1109.904541,580.9312134,0.99328196
260,1196.067017,216.3623352,0.987262428,1127.771851,489.7097778,0.997578323,1105.745483,573.1826172,0.973863602
261,1194.74707,216.3623352,0.986893415,1125.430542,485.1014709,0.999025702,1103.023438,572.4536133,0.972624242
262,1194.74707,216.3430023,0.986277282,1125.430542,482.8331299,0.998965502,1103.023438,569.9562378,0.988362014
263,1194.74707,216.2189178,0.984831214,1125.430542,480.592041,0.997677386,1103.023438,568.6019287,0.994317353
264,1195.815308,216.0628967,0.985913813,1129.08252,480.3061218,0.993087947,1106.567505,566.5251465,0.996969998
265,1196.224854,216.0379944,0.985098124,1134.241943,479.7558899,0.992115915,1116.08374,562.6019287,0.972348154
266,1197.495483,215.5354462,0.986030281,1140.12207,479.7558899,0.996869624,1122.894531,562.6019287,0.995765567
267,1199.677612,215.5354462,0.986103714,1148.925903,480.3061218,0.994831502,1133.564209,562.6019287,0.99018681
268,1201.335815,215.4327698,0.991766751,1157.128784,483.2096863,0.998003423,1144.631958,563.2955933,0.992081285
269,1203.524902,215.4327698,0.99449265,1166.026978,485.5700989,0.993602693,1156.296021,564.3203735,0.996808708
270,1205.255615,215.5306091,0.994821787,1176.398682,488.4286194,0.995644689,1170.199585,565.8273926,0.995424926
271,1207.212646,216.030899,0.994153678,1185.347168,492.0527954,0.996288896,1183.035156,567.6709595,0.986588538
272,1209.605347,216.2220001,0.990694106,1197.738403,493.1206055,0.990704477,1196.245605,572.1155396,0.902007341
273,1211.158569,216.5242462,0.989577889,1206.632935,496.9151306,0.996463954,1210.045776,576.2960205,0.94592452
274,1213.031616,216.5242462,0.990057409,1213.975952,498.923645,0.994699359,1219.483765,581.7093506,0.995630264
275,1214.782593,216.5242462,0.988753557,1221.610596,500.9710388,0.998485506,1228.360718,587.5680542,0.943846047
276,1216.443726,216.0249329,0.985637009,1228.392212,502.0394592,0.994365573,1232.446777,596.3569336,0.99619472
277,1216.888062,216.0058899,0.985761106,1230.638062,504.8933411,0.995552838,1237.94458,600.2259521,0.996052384
278,1218.934204,216.003418,0.991644442,1231.680298,506.0170898,0.995478809,1237.94458,603.0202026,0.975699067
279,1218.934204,215.9052887,0.992062509,1231.680298,506.7276611,0.992803395,1237.94458,607.0845947,0.983268619
280,1218.934204,215.9052887,0.992998123,1231.680298,507.1582336,0.991824925,1235.413086,609.1882324,0.996019423
281,1218.629883,216.003418,0.992919743,1227.260864,507.6334229,0.983277977,1230.556885,609.1882324,0.987269044
282,1216.509033,216.4221802,0.986616611,1221.839722,507.9449463,0.996115088,1222.62439,609.1882324,0.993626237
283,1214.323853,216.545639,0.988748312,1213.108765,507.9449463,0.965833545,1211.705322,608.7501221,0.978031456
284,1213.661987,216.9068146,0.989269197,1204.565186,507.6334229,0.99262917,1200.00769,608.333313,0.993526101
285,1210.953491,216.9068146,0.98898077,1194.329102,507.5609436,0.987539768,1187.187012,605.7037964,0.986491203
286,1210.114258,216.545639,0.990472078,1182.90918,506.4406433,0.988802373,1174.106079,604.2515259,0.979102314
287,1206.697144,216.1435852,0.995147884,1171.976074,506.2054443,0.998276114,1160.96521,602.9058228,0.980069757
288,1205.060547,215.7584991,0.995008945,1162.600952,503.6958313,0.994141042,1147.854858,598.4170532,0.985459983
289,1203.547607,215.7584991,0.995324969,1152.047607,500.7574463,0.9971506,1135.189087,591.8428345,0.994329274
290,1201.175049,215.7892151,0.992346644,1144.606812,496.9701538,0.995094895,1125.062744,587.3463745,0.988723755
291,1199.611206,215.7818604,0.986702919,1137.633057,492.3947754,0.994247198,1116.929932,585.7747803,0.982758582
292,1197.301514,215.7892151,0.988269091,1132.954102,489.5882874,0.990502119,1109.917236,580.1038208,0.993468523
293,1196.182983,215.9177856,0.989401519,1128.861084,488.5853882,0.997341096,1106.634155,572.8299561,0.98170197
294,1195.613647,215.9177856,0.988799691,1128.79834,485.1236572,0.99879992,1106.594238,571.0343018,0.991045892
295,1195.613647,215.9154816,0.98579216,1128.79834,482.575592,0.998289287,1106.594238,569.177124,0.995181501
296,1195.613647,215.9154816,0.98554951,1128.79834,481.006073,0.995927632,1106.594238,567.4742432,0.996763706
297,1196.236206,215.6785126,0.985162079,1133.26001,481.006073,0.994057655,1112.540039,563.7304688,0.987800717
298,1197.068359,215.4351807,0.986239612,1138.312256,481.006073,0.994260907,1119.557007,563.1538696,0.994001448
299,1197.843262,215.4351807,0.986219108,1144.330688,481.0424805,0.996115208,1128.493408,562.9946289,0.989475131
300,1200.178345,215.4351807,0.989020288,1151.907593,481.6415405,0.994494617,1138.013062,562.9946289,0.997340739
301,1202.458496,215.7151337,0.992855132,1161.220825,484.0950317,0.995947897,1149.973999,563.1538696,0.990250289
302,1204.31897,215.7151337,0.994399965,1170.666016,486.2681274,0.997951448,1162.037109,563.7276001,0.988340139
303,1205.900635,215.9656677,0.994755268,1181.792114,486.9779358,0.991155028,1173.249756,566.5779419,0.995644808
304,1208.043945,216.0699768,0.994058013,1191.41272,491.370697,0.996726751,1186.885376,568.4884033,0.990605533
305,1210.15625,216.3643188,0.989508748,1199.628662,493.4736633,0.994641662,1199.108521,572.1096191,0.952191293
306,1211.735229,216.575592,0.989965439,1207.895264,497.4782715,0.99571687,1214.012695,575.6170044,0.962138891
307,1213.769531,216.575592,0.99014461,1215.104492,500.0461426,0.997019589,1221.43103,582.7661133,0.99533242
308,1214.941772,216.575592,0.988020718,1221.943604,502.2311401,0.998423576,1229.722656,587.9206543,0.951497018
309,1216.698242,216.0794525,0.985456765,1228.041016,502.8089294,0.993223786,1232.090698,598.3266602,0.99535948
310,1217.113525,215.6755219,0.989015758,1229.622559,505.8728638,0.992070019,1235.188477,602.975708,0.991762996
311,1218.186157,215.4519196,0.991775513,1229.622559,506.2772522,0.991849542,1235.188477,606.9835205,0.992034972
312,1218.186157,215.4519196,0.992593467,1229.622559,506.5987854,0.99149394,1235.188477,608.0265503,0.995745599
313,1218.186157,215.6755219,0.992050707,1227.697144,506.822113,0.978984535,1231.509399,608.657959,0.990927994
314,1216.685181,216.5431824,0.986996651,1223.807251,508.0976257,0.994657099,1225.413818,609.8463135,0.975213587
315,1215.136963,216.7872314,0.987502456,1217.318359,508.0976257,0.992045283,1216.618652,609.8463135,0.99458003
316,1214.143799,216.7872314,0.988776505,1209.4104,508.0976257,0.988214374,1205.526611,608.0265503,0.994565248
317,1212.427856,216.7872314,0.988421082,1199.718384,507.8513489,0.99131,1194.210693,607.0830078,0.966525137
318,1210.77002,216.4757233,0.988964796,1189.60376,507.6975098,0.996203721,1181.449585,607.0689697,0.960744083
319,1208.602539,216.2660522,0.993152618,1179.346558,505.7306213,0.988314629,1168.511963,603.1217041,0.988405704
320,1206.055298,215.8700104,0.995236576,1168.317871,505.543335,0.997632146,1156.14563,601.0466309,0.995474756
321,1204.665405,215.6574402,0.9956429,1159.38501,503.1596069,0.997867107,1143.869263,595.2198486,0.994438767
322,1202.498169,215.6574402,0.995070934,1151.489136,497.95401,0.990780175,1132.551514,591.6237793,0.981805384
323,1200.607178,215.6574402,0.992646456,1142.683105,496.0850525,0.996434927,1123.707397,585.999939,0.992920101
324,1198.463013,216.2379456,0.986735225,1136.764038,491.987793,0.993994772,1115.647095,581.5597534,0.977782905
325,1197.101685,216.341629,0.986226857,1133.082153,488.9596558,0.992058456,1110.464478,578.4594727,0.992320359
326,1196.010864,216.4056549,0.987436652,1129.838501,487.7526855,0.996873975,1108.443726,571.491333,0.984805405
327,1196.010864,216.4056549,0.98658818,1129.838501,484.0896301,0.997519016,1108.443726,571.293396,0.990711987
328,1196.010864,216.2379456,0.985146463,1129.838501,482.2507629,0.996033967,1108.443726,568.2843628,0.996361673
329,1196.173462,216.1354828,0.986382365,1132.729614,479.9883423,0.995381355,1110.891602,565.2704468,0.993717074
330,1196.935669,215.7283783,0.985938251,1136.815186,479.5699768,0.993506074,1118.384155,563.4293213,0.991012871
331,1197.650391,215.4756165,0.985321999,1141.533203,479.5699768,0.995812237,1125.243774,563.2403564,0.99594456
332,1199.704102,215.4756165,0.986018777,1149.332397,479.9883423,0.993829191,1134.207031,563.2403564,0.991576254
333,1201.310059,215.4302216,0.991659582,1156.817627,482.0593567,0.997681022,1144.118164,563.2403564,0.993594944
334,1203.237305,215.4302216,0.994366169,1166.624756,483.3154907,0.993453145,1154.934814,564.1994019,0.996800184
335,1204.855103,215.5730438,0.994582593,1173.636963,487.0108337,0.997980773,1167.092896,564.5680542,0.991164267
336,1206.910889,215.7123413,0.994861066,1183.067017,489.5863342,0.996021092,1180.033447,566.833374,0.976345122
337,1208.845093,215.7123413,0.99311018,1194.736938,492.0536499,0.989181697,1190.570801,570.5691528,0.983977139
338,1210.606934,216.4390106,0.98812604,1201.206177,494.4963379,0.9968279,1202.606323,572.7858276,0.968108296
339,1212.269287,216.7830963,0.99103862,1208.950928,498.4735413,0.99185127,1214.391357,578.6870117,0.983950377
340,1213.838135,216.7830963,0.989923418,1216.460571,500.8451843,0.997562051,1222.621094,584.2961426,0.994654059
341,1213.838135,216.7830963,0.988292754,1216.460571,500.8451843,0.998305678,1222.621094,584.2961426,0.971432388
