frame,P01_Cam2_X,P01_Cam2_Y,P01_Cam3_X,P01_Cam3_Y,P02_Cam2_X,P02_Cam2_Y,P02_Cam3_X,P02_Cam3_Y,P03_Cam2_X,P03_Cam2_Y,P03_Cam3_X,P03_Cam3_Y
248,939.714,65.738,1219.068,215.586,990.395,405.491,1231.280,507.205,1010.484,518.518,1234.463,608.334
249,939.072,66.367,1217.117,216.576,987.690,407.852,1225.500,508.064,1006.981,520.626,1228.899,608.930
250,937.664,66.647,1215.059,217.143,981.594,408.430,1218.226,508.064,998.900,524.685,1218.274,608.930
251,934.416,66.647,1213.994,217.143,971.644,411.761,1209.418,508.064,986.264,527.193,1205.756,608.334
252,932.262,66.647,1212.084,217.143,959.432,414.011,1198.668,507.333,969.908,528.761,1192.193,607.039
253,929.221,66.965,1210.794,216.770,945.548,415.512,1187.191,507.319,953.576,531.325,1179.024,603.126
254,926.408,67.292,1207.896,216.129,930.206,415.512,1176.305,507.313,931.516,531.325,1164.880,602.982
255,924.037,67.292,1205.699,216.087,914.266,415.512,1166.681,502.451,910.248,531.325,1151.811,599.474
256,919.081,67.755,1203.845,215.923,898.502,414.914,1155.026,502.021,890.810,530.691,1138.759,593.216
257,919.066,67.755,1201.116,216.087,898.495,414.907,1146.957,495.431,890.809,530.622,1127.159,585.972
258,916.690,67.755,1199.556,216.129,883.706,412.137,1138.672,492.988,871.191,528.052,1118.242,585.277
259,912.530,66.139,1197.318,216.343,871.061,409.181,1132.926,490.259,854.123,525.146,1109.905,580.931
260,910.828,65.420,1196.067,216.362,858.730,408.092,1127.772,489.710,839.471,523.105,1105.745,573.183
261,909.352,64.806,1194.747,216.362,849.573,404.252,1125.431,485.101,830.150,519.336,1103.023,572.454
262,908.416,63.969,1194.747,216.343,843.606,402.263,1125.431,482.833,825.850,514.722,1103.023,569.956
263,908.119,63.639,1194.747,216.219,843.606,399.786,1125.431,480.592,825.850,511.667,1103.023,568.602
264,908.119,63.639,1195.815,216.063,843.606,398.421,1129.083,480.306,825.850,509.749,1106.568,566.525
265,908.119,63.639,1196.225,216.038,845.876,397.353,1134.242,479.756,827.688,507.366,1116.084,562.602
266,909.181,64.255,1197.495,215.535,852.848,397.328,1140.122,479.756,834.762,502.323,1122.895,562.602
267,910.714,65.055,1199.678,215.535,861.608,397.328,1148.926,480.306,846.065,502.323,1133.564,562.602
268,912.300,65.536,1201.336,215.433,873.406,397.353,1157.129,483.210,862.328,502.323,1144.632,563.296
269,915.762,66.325,1203.525,215.433,887.009,398.528,1166.027,485.570,878.931,500.542,1156.296,564.320
270,915.861,66.512,1205.256,215.531,887.011,398.530,1176.399,488.429,879.510,503.774,1170.200,565.827
271,918.379,66.512,1207.213,216.031,902.026,399.528,1185.347,492.053,900.465,509.285,1183.035,567.671
272,922.958,66.325,1209.605,216.222,917.031,399.998,1197.738,493.121,919.120,509.485,1196.246,572.116
273,925.228,65.960,1211.159,216.524,932.439,400.489,1206.633,496.915,935.898,508.014,1210.046,576.296
274,928.060,65.960,1213.032,216.524,946.748,400.580,1213.976,498.924,953.687,508.973,1219.484,581.709
275,930.860,65.960,1214.783,216.524,959.401,400.765,1221.611,500.971,975.430,510.305,1228.361,587.568
276,933.898,66.093,1216.444,216.025,970.886,400.952,1228.392,502.039,990.871,510.409,1232.447,596.357
277,937.473,66.093,1216.888,216.006,981.332,401.923,1230.638,504.893,1001.606,512.597,1237.945,600.226
278,939.068,66.093,1218.934,216.003,987.106,403.317,1231.680,506.017,1007.257,513.221,1237.945,603.020
279,939.527,66.093,1218.934,215.905,988.730,404.556,1231.680,506.728,1007.534,517.559,1237.945,607.085
280,939.527,66.093,1218.934,215.905,988.730,405.908,1231.680,507.158,1007.534,518.785,1235.413,609.188
281,939.527,66.345,1218.630,216.003,988.730,407.533,1227.261,507.633,1007.534,520.578,1230.557,609.188
282,937.860,66.358,1216.509,216.422,983.358,408.352,1221.840,507.945,1002.803,525.155,1222.624,609.188
283,934.909,66.620,1214.324,216.546,975.380,411.814,1213.109,507.945,991.028,525.713,1211.705,608.750
284,934.883,66.699,1213.662,216.907,975.354,411.844,1204.565,507.633,991.005,525.825,1200.008,608.333
285,932.781,66.920,1210.953,216.907,964.409,414.110,1194.329,507.561,976.006,526.670,1187.187,605.704
286,930.827,66.952,1210.114,216.546,951.871,414.905,1182.909,506.441,958.458,528.470,1174.106,604.252
287,924.295,67.117,1206.697,216.144,920.842,415.614,1171.976,506.205,919.236,529.472,1160.965,602.906
288,924.150,67.236,1205.061,215.758,920.765,415.614,1162.601,503.696,919.173,529.472,1147.855,598.417
289,923.252,67.236,1203.548,215.758,905.450,415.614,1152.048,500.757,897.807,529.472,1135.189,591.843
290,917.417,67.117,1201.175,215.789,889.928,413.517,1144.607,496.970,879.133,525.950,1125.063,587.346
291,914.292,66.525,1199.611,215.782,875.580,411.049,1137.633,492.395,860.680,525.133,1116.930,585.775
292,911.315,65.351,1197.302,215.789,863.588,407.720,1132.954,489.588,846.126,523.653,1109.917,580.104
293,910.397,65.136,1196.183,215.918,854.971,404.534,1128.861,488.585,835.152,520.637,1106.634,572.830
294,909.110,64.483,1195.614,215.918,846.295,402.087,1128.798,485.124,827.534,517.706,1106.594,571.034
295,908.256,64.178,1195.614,215.915,842.754,400.420,1128.798,482.576,825.142,513.364,1106.594,569.177
296,908.083,63.804,1195.614,215.915,842.754,398.873,1128.798,481.006,825.142,510.179,1106.594,567.474
297,908.083,63.804,1196.236,215.679,842.754,398.827,1133.260,481.006,825.142,509.946,1112.540,563.730
298,908.083,63.804,1197.068,215.435,845.160,397.728,1138.312,481.006,827.820,508.738,1119.557,563.154
299,910.111,64.622,1197.843,215.435,858.898,397.351,1144.331,481.042,844.487,508.738,1128.493,562.995
300,911.613,65.138,1200.178,215.435,869.370,396.936,1151.908,481.642,857.669,508.738,1138.013,562.995
301,914.189,66.022,1202.458,215.715,882.138,396.936,1161.221,484.095,873.786,508.803,1149.974,563.154
302,914.192,66.030,1204.319,215.715,882.250,396.936,1170.666,486.268,873.809,508.803,1162.037,563.728
303,917.398,66.030,1205.901,215.966,896.109,398.777,1181.792,486.978,889.609,508.803,1173.250,566.578
304,922.179,66.030,1208.044,216.070,909.861,399.209,1191.413,491.371,909.217,508.803,1186.885,568.488
305,922.878,66.081,1210.156,216.364,924.822,400.372,1199.629,493.474,927.878,505.569,1199.109,572.110
306,926.620,66.021,1211.735,216.576,939.415,400.441,1207.895,497.478,945.667,505.569,1214.013,575.617
307,929.340,66.021,1213.770,216.576,954.786,400.448,1215.104,500.046,966.281,509.607,1221.431,582.766
308,932.171,66.081,1214.942,216.576,966.230,401.428,1221.944,502.231,984.694,510.096,1229.723,587.921
309,934.662,66.295,1216.698,216.079,975.851,402.520,1228.041,502.809,995.141,511.040,1232.091,598.327
310,938.170,66.295,1217.114,215.676,984.469,402.554,1229.623,505.873,1004.771,514.878,1235.188,602.976
311,939.175,66.315,1218.186,215.452,988.471,404.795,1229.623,506.277,1008.655,516.959,1235.188,606.984
312,939.175,66.454,1218.186,215.452,988.471,406.147,1229.623,506.599,1008.655,519.994,1235.188,608.027
313,939.175,66.627,1218.186,215.676,988.471,408.108,1227.697,506.822,1008.655,520.626,1231.509,608.658
314,938.308,66.636,1216.685,216.543,985.715,410.173,1223.807,508.098,1003.426,523.602,1225.414,609.846
315,938.255,66.771,1215.137,216.787,985.709,410.174,1217.318,508.098,1003.356,523.832,1216.619,609.846
316,935.621,66.935,1214.144,216.787,978.620,411.608,1209.410,508.098,995.116,525.929,1205.527,608.027
317,933.377,66.935,1212.428,216.787,968.408,413.505,1199.718,507.851,982.169,528.344,1194.211,607.083
318,931.754,66.967,1210.770,216.476,955.097,414.586,1189.604,507.698,964.672,528.870,1181.450,607.069
319,928.001,66.935,1208.603,216.266,941.797,415.648,1179.347,505.731,947.828,530.670,1168.512,603.122
320,925.930,66.967,1206.055,215.870,926.521,415.648,1168.318,505.543,927.357,530.670,1156.146,601.047
321,923.400,67.102,1204.665,215.657,911.131,415.648,1159.385,503.160,907.569,530.670,1143.869,595.220
322,918.907,67.102,1202.498,215.657,895.883,414.717,1151.489,497.954,888.422,529.820,1132.552,591.624
323,916.035,66.798,1200.607,215.657,882.303,412.226,1142.683,496.085,869.249,526.499,1123.707,586.000
324,912.725,66.503,1198.463,216.238,870.410,408.622,1136.764,491.988,853.778,524.067,1115.647,581.560
325,910.704,64.952,1197.102,216.342,858.951,406.648,1133.082,488.960,840.568,522.673,1110.464,578.459
326,909.647,64.851,1196.011,216.406,851.123,403.945,1129.839,487.753,831.312,515.573,1108.444,571.491
327,908.877,64.083,1196.011,216.406,844.896,400.976,1129.839,484.090,827.102,514.062,1108.444,571.293
328,908.506,63.875,1196.011,216.238,844.896,399.155,1129.839,482.251,827.102,510.521,1108.444,568.284
329,908.506,63.875,1196.173,216.135,844.896,399.115,1132.730,479.988,827.102,510.456,1110.892,565.270
330,908.506,63.875,1196.936,215.728,845.069,398.082,1136.815,479.570,828.185,508.774,1118.384,563.429
331,908.831,64.130,1197.650,215.476,848.512,397.084,1141.533,479.570,830.440,502.880,1125.244,563.240
332,910.050,64.170,1199.704,215.476,856.992,397.055,1149.332,479.988,840.944,499.116,1134.207,563.240
333,911.292,64.952,1201.310,215.430,865.944,397.055,1156.818,482.059,852.730,499.116,1144.118,563.240
334,912.848,65.069,1203.237,215.430,876.822,397.084,1166.625,483.315,868.562,499.116,1154.935,564.199
335,916.146,66.066,1204.855,215.573,890.716,398.372,1173.637,487.011,882.828,500.221,1167.093,564.568
336,918.901,66.137,1206.911,215.712,904.830,398.915,1183.067,489.586,902.733,504.115,1180.033,566.833
337,923.221,66.261,1208.845,215.712,919.090,400.055,1194.737,492.054,920.751,505.268,1190.571,570.569
338,925.655,66.261,1210.607,216.439,933.775,400.926,1201.206,494.496,939.709,505.268,1202.606,572.786
339,928.161,66.261,1212.269,216.783,947.905,401.265,1208.951,498.474,957.400,506.221,1214.391,578.687
340,928.161,66.137,1213.838,216.783,947.905,401.265,1216.461,500.845,957.400,506.221,1222.621,584.296
341,928.161,65.943,1213.838,216.783,947.905,401.265,1216.461,500.845,957.400,505.268,1222.621,584.296
