1000, 0.01368, 0.005
2000, 0.00501, 0.005
3000, 0.00391, 0.005
4000, 0.00329, 0.005
5000, 0.00294, 0.005
6000, 0.00283, 0.005
7000, 0.00250, 0.005
8000, 0.00238, 0.005
9000, 0.00223, 0.005
10000, 0.00215, 0.005
11000, 0.00301, 0.02
12000, 0.00253, 0.02
13000, 0.00236, 0.02
14000, 0.00211, 0.02
15000, 0.00202, 0.02
16000, 0.00191, 0.02
17000, 0.00184, 0.02
18000, 0.00173, 0.02
19000, 0.00169, 0.02
20000, 0.00171, 0.02
