scorer,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000
bodyparts,P01,P01,P01,P02,P02,P02,P03,P03,P03
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
46,932.0185546875,65.96995544433594,0.9958229064941406,964.436767578125,396.63568115234375,0.9954427480697632,982.3159790039062,500.3905029296875,0.9284634590148926
47,938.6118774414062,65.31536865234375,0.9859164357185364,985.6455078125,394.95672607421875,0.9855248332023621,1005.6663818359375,499.7679748535156,0.9631235003471375
48,938.6078491210938,65.27169799804688,0.9859565496444702,985.6404418945312,394.9674987792969,0.985474705696106,1005.7423095703125,499.8297119140625,0.9636558890342712
49,939.8379516601562,64.99076843261719,0.9871156215667725,993.0056762695312,395.6708984375,0.9930323362350464,1013.6604614257812,504.8130798339844,0.9810569882392883
50,940.4688110351562,65.26405334472656,0.986171543598175,997.3178100585938,398.70843505859375,0.9963995218276978,1017.4782104492188,508.854736328125,0.9277714490890503
51,940.25634765625,65.44051361083984,0.9903349280357361,997.405029296875,400.5577697753906,0.9976981282234192,1017.8234252929688,509.92352294921875,0.942714273929596
52,939.6060180664062,65.67535400390625,0.9867492318153381,994.0178833007812,403.2630920410156,0.9988831877708435,1013.9374389648438,509.4964599609375,0.9845897555351257
53,939.3213500976562,66.12669372558594,0.9870440363883972,987.0014038085938,404.9007873535156,0.9954914450645447,1004.9564208984375,518.3333740234375,0.9769288897514343
54,937.663330078125,67.1678466796875,0.9868789315223694,978.6103515625,406.9844665527344,0.9978222846984863,994.82958984375,521.7476806640625,0.9872811436653137
55,933.3689575195312,66.80803680419922,0.9944202303886414,966.8135375976562,410.6895751953125,0.9949512481689453,979.8348388671875,522.5341796875,0.9887630343437195
56,930.8980712890625,66.74823760986328,0.9962936043739319,952.0264282226562,413.4668273925781,0.9927055239677429,960.6194458007812,524.5025024414062,0.9869769215583801
57,930.9197387695312,66.7409896850586,0.9962816834449768,952.01904296875,413.44671630859375,0.992673933506012,960.3843383789062,524.6941528320312,0.9866402745246887
58,927.130859375,66.6871337890625,0.9951890707015991,936.9391479492188,415.2195739746094,0.9940319657325745,938.4658813476562,532.3999633789062,0.9788353443145752
59,921.95654296875,67.9321060180664,0.9814119935035706,902.8783569335938,416.03643798828125,0.9974101185798645,895.208251953125,531.0980834960938,0.9885297417640686
60,916.6444702148438,67.81204223632812,0.9917409420013428,886.1425170898438,414.0787658691406,0.9940669536590576,873.412109375,531.3543701171875,0.9786999821662903
61,916.6461181640625,67.80767822265625,0.9917325973510742,886.2264404296875,414.0835266113281,0.993881344795227,873.4165649414062,531.3919067382812,0.9782592058181763
62,913.0225219726562,66.4347152709961,0.9953561425209045,872.2633056640625,411.6058044433594,0.9906665682792664,854.4647216796875,526.728271484375,0.9844058156013489
63,910.9954223632812,65.25033569335938,0.994750440120697,858.3635864257812,409.5618591308594,0.9881210327148438,838.4388427734375,525.8673095703125,0.9813733696937561
64,909.5126953125,65.23795318603516,0.9896882176399231,846.671875,407.1473388671875,0.99702388048172,827.98291015625,521.072509765625,0.9693813920021057
65,907.4613037109375,63.85201644897461,0.9835747480392456,840.52783203125,405.65460205078125,0.9968787431716919,819.8009643554688,517.4771728515625,0.9948239326477051
66,907.0845336914062,63.45393753051758,0.9805733561515808,834.9535522460938,404.4278259277344,0.9983964562416077,814.0786743164062,514.4426879882812,0.9843324422836304
67,906.9517211914062,63.44649124145508,0.9784334301948547,834.4380493164062,402.4905700683594,0.998245358467102,814.7562255859375,512.500732421875,0.9823352694511414
68,906.8355712890625,63.516319274902344,0.9778874516487122,838.4449462890625,402.1380310058594,0.9975640773773193,818.927490234375,511.25689697265625,0.9941839575767517
69,907.9108276367188,63.89220428466797,0.9837401509284973,844.9981689453125,399.2373962402344,0.9928418397903442,827.4138793945312,511.2376403808594,0.9814483523368835
70,907.9193725585938,63.891265869140625,0.9838541150093079,845.0126953125,399.28948974609375,0.9929201006889343,827.4956665039062,511.34197998046875,0.9809431433677673
